City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Saint-Philippe,RE,2022-07-19 18:02:52,-21.3585,55.7679,67.59,81,36,20.76
295,Hudson Bay,CA,2022-07-19 18:02:52,52.85,-102.3842,79.2,42,100,3.29
296,Lillesand,NO,2022-07-19 18:02:53,58.2488,8.3778,73.35,68,0,8.05
297,Cidreira,BR,2022-07-19 18:02:53,-30.1811,-50.2056,61.16,71,65,8.14
298,Chokurdakh,RU,2022-07-19 17:58:25,70.6333,147.9167,37.13,81,100,7.0
299,Uyuni,BO,2022-07-19 18:02:54,-20.4597,-66.825,55.4,18,82,10.04
300,Halifax,CA,2022-07-19 17:59:56,44.6453,-63.5724,71.49,98,100,17.27
301,Cao Bang,VN,2022-07-19 18:00:21,22.6667,106.25,76.87,99,100,2.33
302,Eten,PE,2022-07-19 18:02:54,-6.9081,-79.8642,66.34,75,59,11.81
303,Wajima,JP,2022-07-19 18:02:55,37.4,136.9,75.56,90,96,15.23
304,Gizycko,PL,2022-07-19 18:00:26,54.0381,21.7644,66.69,77,25,7.09
305,Mogapi,BW,2022-07-19 18:02:55,-22.323,27.8349,56.35,74,63,4.16
306,Hambantota,LK,2022-07-19 18:02:55,6.1241,81.1185,78.37,88,100,10.74
307,Vao,NC,2022-07-19 18:02:56,-22.6667,167.4833,73.54,88,95,17.09
308,Acapulco,MX,2022-07-19 17:59:14,16.8634,-99.8901,87.01,70,23,6.24
309,Esperance,AU,2022-07-19 18:02:56,-33.8667,121.9,53.64,89,78,13.27
310,Sibiti,CG,2022-07-19 18:02:57,-3.6819,13.3499,71.01,71,74,1.21
311,Vila,PT,2022-07-19 18:02:57,42.0304,-8.1588,64.71,65,31,6.8
312,Kokkola,FI,2022-07-19 18:02:57,63.8385,23.1307,62.04,68,0,5.75
313,Stornoway,GB,2022-07-19 18:02:58,58.2093,-6.3865,58.96,88,75,2.3
314,Sibolga,ID,2022-07-19 18:02:58,1.7427,98.7792,77.34,90,86,2.1
315,Hamilton,US,2022-07-19 18:00:17,39.1834,-84.5333,89.74,63,4,1.99
316,Kirksville,US,2022-07-19 18:01:18,40.1948,-92.5833,88.57,61,0,9.22
317,Udachnyy,RU,2022-07-19 18:00:33,66.4167,112.4,48.51,77,100,15.12
318,Emba,KZ,2022-07-19 18:02:59,48.8264,58.1442,85.91,35,41,17.63
319,Naze,JP,2022-07-19 18:03:06,28.3667,129.4833,80.78,87,100,14.41
320,Sakakah,SA,2022-07-19 18:03:06,29.9697,40.2064,102.67,8,16,7.0
321,Kerema,PG,2022-07-19 18:03:07,-7.9631,145.7785,76.08,93,100,6.64
322,Oktyabrskoye,RU,2022-07-19 18:03:07,43.0645,44.7417,66.34,94,75,4.47
323,Norrtalje,SE,2022-07-19 18:03:07,59.758,18.705,64.83,52,34,3.62
324,Talaya,RU,2022-07-19 18:03:08,61.3833,152.75,65.5,64,96,2.82
325,Kaeo,NZ,2022-07-19 18:03:08,-35.1,173.7833,58.32,97,56,5.55
326,Port-Gentil,GA,2022-07-19 18:03:08,-0.7193,8.7815,75.16,78,40,9.22
327,Vilyuysk,RU,2022-07-19 18:03:09,63.7553,121.6247,55.74,74,100,9.53
328,Saldanha,ZA,2022-07-19 18:03:09,-33.0117,17.9442,56.34,70,2,16.33
329,Saskylakh,RU,2022-07-19 18:03:09,71.9167,114.0833,36.48,77,80,13.69
330,Torbay,CA,2022-07-19 18:03:10,47.6666,-52.7314,71.28,80,100,12.97
331,Zavodoukovsk,RU,2022-07-19 18:03:10,56.5042,66.5515,66.74,80,86,6.44
332,Venezuela,VE,2022-07-19 18:03:10,8.0,-66.0,86.02,62,67,9.19
333,Talnakh,RU,2022-07-19 18:00:54,69.4865,88.3972,54.01,56,45,4.9
334,Yakeshi,CN,2022-07-19 18:03:11,49.2833,120.7333,60.85,82,19,1.57
335,Porto Novo,BJ,2022-07-19 18:03:11,6.4965,2.6036,76.1,74,85,9.64
336,Ewa Beach,US,2022-07-19 18:03:12,21.3156,-158.0072,82.35,61,0,9.22
337,Basoko,CD,2022-07-19 18:03:12,1.2391,23.616,69.98,94,98,1.86
338,Neiafu,TO,2022-07-19 18:03:12,-18.65,-173.9833,77.68,73,40,11.5
339,Pisco,PE,2022-07-19 18:03:13,-13.7,-76.2167,63.01,85,88,6.51
340,Iqaluit,CA,2022-07-19 18:03:13,63.7506,-68.5145,38.7,100,100,11.01
341,Batemans Bay,AU,2022-07-19 18:02:45,-35.7167,150.1833,48.09,76,87,7.63
342,Luanda,AO,2022-07-19 18:03:13,-8.8368,13.2343,69.71,88,2,12.41
343,Mantua,IT,2022-07-19 18:03:14,45.1667,10.7833,92.44,47,0,1.99
344,Nalvo,PH,2022-07-19 18:03:14,16.8096,120.5108,74.68,91,48,3.65
345,Bibiani,GH,2022-07-19 18:03:14,6.4635,-2.3194,72.86,84,98,3.18
346,Kristiansund,NO,2022-07-19 18:03:15,63.1115,7.732,62.65,72,75,5.75
347,Zhaotong,CN,2022-07-19 18:03:15,27.3167,103.7167,56.5,94,100,0.92
348,Pochutla,MX,2022-07-19 18:03:16,15.7432,-96.4661,92.82,52,61,6.2
349,Barranca,PE,2022-07-19 18:03:16,-10.75,-77.7667,65.5,72,93,9.01
350,Bantogon,PH,2022-07-19 18:03:16,6.5333,124.0333,78.22,83,98,3.18
351,Robe,AU,2022-07-19 18:03:16,-37.1833,139.75,40.64,79,20,9.19
352,Coquimbo,CL,2022-07-19 18:03:17,-29.9533,-71.3436,56.93,82,75,5.75
353,Ancud,CL,2022-07-19 18:03:17,-41.8697,-73.8203,53.22,94,100,31.63
354,Dubbo,AU,2022-07-19 18:03:17,-32.25,148.6167,48.33,81,1,18.41
355,Clarence Town,AU,2022-07-19 18:03:18,-32.5833,151.7833,56.86,94,100,1.54
356,Braniewo,PL,2022-07-19 18:01:04,54.3797,19.8196,65.28,83,41,4.81
357,Gardelegen,DE,2022-07-19 18:03:18,52.5252,11.3952,90.9,26,81,3.67
358,Marystown,CA,2022-07-19 18:03:19,47.1666,-55.1483,65.86,100,100,3.0
359,Leh,IN,2022-07-19 18:00:06,34.1667,77.5833,69.73,35,46,5.86
360,Itarema,BR,2022-07-19 18:03:19,-2.9248,-39.9167,86.45,60,78,16.91
361,Praia Da Vitoria,PT,2022-07-19 18:03:19,38.7333,-27.0667,73.76,90,62,10.58
362,Tasiilaq,GL,2022-07-19 18:00:55,65.6145,-37.6368,41.16,79,50,1.95
363,Yulara,AU,2022-07-19 18:03:20,-25.2406,130.9889,51.1,48,1,9.48
364,Yerbogachen,RU,2022-07-19 18:03:27,61.2767,108.0108,64.72,66,100,8.63
365,Banjar,ID,2022-07-19 18:03:28,-8.19,114.9675,72.63,86,51,4.43
366,Rock Springs,US,2022-07-19 18:03:28,41.5875,-109.2029,85.23,22,0,18.41
367,Pryazha,RU,2022-07-19 18:03:28,61.6926,33.6216,61.02,63,97,7.45
368,San Patricio,US,2022-07-19 18:03:28,28.017,-97.5169,97.52,39,5,16.35
369,La Ronge,CA,2022-07-19 18:00:30,55.1001,-105.2842,79.47,39,10,8.03
370,Sampit,ID,2022-07-19 18:03:29,-2.5333,112.95,73.62,99,59,2.71
371,Evensk,RU,2022-07-19 18:03:29,61.95,159.2333,50.72,98,100,3.56
372,Ojinaga,MX,2022-07-19 18:03:30,29.5667,-104.4167,98.42,26,0,3.44
373,Bud,US,2022-07-19 18:03:30,39.447,-86.1758,88.92,67,2,2.51
374,Saurimo,AO,2022-07-19 18:03:30,-9.6608,20.3916,70.32,27,4,3.78
375,Tretten,NO,2022-07-19 18:03:30,61.3142,10.3007,75.11,60,99,5.03
376,Moranbah,AU,2022-07-19 18:03:31,-22.0016,148.0466,53.55,95,0,8.97
377,Eenhana,NA,2022-07-19 18:03:31,-17.4667,16.3333,61.23,27,0,5.26
378,Maumere,ID,2022-07-19 18:03:31,-8.6199,122.2111,73.62,75,99,8.48
379,Liwale,TZ,2022-07-19 18:03:32,-9.7667,37.9333,71.73,58,55,5.75
380,Westport,US,2022-07-19 18:03:18,41.1415,-73.3579,92.73,57,0,16.11
381,Bambous Virieux,MU,2022-07-19 18:03:32,-20.3428,57.7575,70.21,69,12,25.08
382,San Luis,AR,2022-07-19 18:03:33,-33.295,-66.3356,62.26,27,0,14.45
383,Beyneu,KZ,2022-07-19 18:03:33,45.3167,55.2,100.51,15,29,1.61
384,That Phanom,TH,2022-07-19 18:03:33,16.9364,104.7104,77.77,91,99,5.21
385,Narrabri,AU,2022-07-19 18:03:33,-30.3167,149.7833,43.52,84,6,3.0
386,Gimli,CA,2022-07-19 18:03:34,50.6336,-96.9907,72.43,91,100,10.8
387,Hami,CN,2022-07-19 18:03:34,42.8,93.45,79.25,28,47,10.83
388,Beloha,MG,2022-07-19 18:03:34,-25.1667,45.05,67.86,55,0,11.56
389,Kokopo,PG,2022-07-19 18:03:35,-4.352,152.2633,76.17,80,100,3.69
390,Chico,US,2022-07-19 18:03:16,39.7285,-121.8375,92.21,26,0,0.0
391,Yaan,NG,2022-07-19 18:03:35,7.3833,8.5667,77.54,72,91,4.99
392,Viedma,AR,2022-07-19 18:00:20,-40.8135,-62.9967,59.58,21,3,27.92
393,Kantunilkin,MX,2022-07-19 18:03:05,21.0917,-87.45,98.65,30,91,7.09
394,Zyryanka,RU,2022-07-19 18:00:41,65.75,150.85,45.7,71,100,11.92
395,Tura,IN,2022-07-19 18:03:36,25.5198,90.2201,75.33,96,99,6.24
396,Shibetsu,JP,2022-07-19 18:03:36,43.659,145.132,60.93,94,91,2.28
397,Ayios Vasilios,GR,2022-07-19 18:03:36,37.8,22.8,77.83,39,0,10.25
398,Ust-Tsilma,RU,2022-07-19 18:03:37,65.441,52.1498,74.23,51,65,12.44
399,Xuddur,SO,2022-07-19 18:03:37,4.1213,43.8894,77.49,44,79,24.56
400,Ambilobe,MG,2022-07-19 18:03:37,-13.2,49.05,71.06,65,44,10.29
401,Juegang,CN,2022-07-19 18:03:38,32.3174,121.1855,83.98,92,99,6.76
402,Loyga,RU,2022-07-19 18:03:38,61.0784,44.6075,55.72,98,100,9.19
403,Santiago De Cuenda,MX,2022-07-19 18:03:38,20.6,-100.9833,77.88,40,9,0.92
404,Thompson,CA,2022-07-19 18:03:39,55.7435,-97.8558,87.26,28,32,6.67
405,Luganville,VU,2022-07-19 18:03:39,-15.5333,167.1667,76.77,87,29,7.16
406,Bonavista,CA,2022-07-19 18:03:39,48.6499,-53.1147,65.01,84,100,10.22
407,Lavrentiya,RU,2022-07-19 18:03:40,65.5833,-171.0,38.93,73,99,4.83
408,Bosaso,SO,2022-07-19 18:03:40,11.2842,49.1816,93.07,40,100,9.73
409,Tual,ID,2022-07-19 18:03:40,-5.6667,132.75,78.69,84,96,15.84
410,Los Llanos De Aridane,ES,2022-07-19 18:03:48,28.6585,-17.9182,71.35,73,40,18.41
411,Palmer,US,2022-07-19 18:03:48,42.1584,-72.3287,89.44,53,4,5.01
412,Ust-Kulom,RU,2022-07-19 18:03:48,61.6864,53.6902,63.46,98,100,9.98
413,Nyurba,RU,2022-07-19 18:03:49,63.2842,118.3319,57.22,87,94,5.3
414,Boueni,YT,2022-07-19 18:03:49,-12.9025,45.0761,75.18,65,14,7.09
415,Chenghai,CN,2022-07-19 18:03:49,23.4632,116.768,82.85,83,100,3.47
416,Tamandare,BR,2022-07-19 18:03:50,-8.7597,-35.1047,78.98,66,3,11.5
417,Coihaique,CL,2022-07-19 18:03:50,-45.5752,-72.0662,40.95,93,75,5.75
418,Mitzic,GA,2022-07-19 18:03:50,0.7821,11.549,69.4,84,72,2.68
419,Arica,CL,2022-07-19 18:03:50,-18.475,-70.3042,71.15,72,0,9.22
420,Terney,RU,2022-07-19 18:03:51,45.0503,136.6092,62.64,97,89,5.41
421,Cubarral,CO,2022-07-19 18:03:51,3.7935,-73.8406,80.4,67,90,5.06
422,Kavieng,PG,2022-07-19 18:03:51,-2.5744,150.7967,81.1,78,100,8.57
423,Dunedin,NZ,2022-07-19 18:03:52,-45.8742,170.5036,43.54,85,88,5.12
424,Hofn,IS,2022-07-19 18:03:52,64.2539,-15.2082,51.87,82,100,12.86
425,Salinas,US,2022-07-19 17:59:55,36.6777,-121.6555,77.81,77,100,8.05
426,Saint Anthony,US,2022-07-19 18:03:52,45.0205,-93.218,91.87,48,20,24.16
427,Bar-Le-Duc,FR,2022-07-19 18:03:53,48.75,5.1667,100.78,13,13,7.76
428,Lock Haven,US,2022-07-19 18:03:53,41.137,-77.4469,91.29,47,1,8.7
429,Manokwari,ID,2022-07-19 18:03:53,-0.8667,134.0833,77.9,81,100,7.83
430,Kharovsk,RU,2022-07-19 18:03:54,59.9642,40.1912,60.19,64,100,10.69
431,Caravelas,BR,2022-07-19 18:03:54,-17.7125,-39.2481,76.93,64,17,8.37
432,Sarakhs,IR,2022-07-19 18:03:54,36.5449,61.1577,93.04,13,0,16.08
433,Hobyo,SO,2022-07-19 18:03:54,5.3505,48.5268,75.79,78,79,28.23
434,Launceston,AU,2022-07-19 18:02:01,-41.45,147.1667,35.15,92,40,4.61
435,Namibe,AO,2022-07-19 18:03:55,-15.1961,12.1522,62.33,87,43,4.36
436,Nicolas Bravo,MX,2022-07-19 18:03:55,18.45,-88.9167,92.91,42,94,8.79
437,Agropoli,IT,2022-07-19 18:03:56,40.3469,14.9966,87.08,65,0,1.63
438,Awjilah,LY,2022-07-19 18:03:56,29.1081,21.2869,90.52,17,1,13.44
439,Duki,PK,2022-07-19 18:03:56,30.1541,68.5728,86.0,55,4,8.48
440,Sao Raimundo Das Mangabeiras,BR,2022-07-19 18:03:56,-7.0219,-45.4811,95.14,24,14,7.4
441,Shimoda,JP,2022-07-19 18:03:57,34.6667,138.95,78.1,88,93,21.52
442,Bollnas,SE,2022-07-19 18:03:57,61.3482,16.3946,67.24,59,69,3.47
443,Fairfield,US,2022-07-19 18:03:18,41.2668,-73.3162,90.18,58,20,16.11
444,Praia,CV,2022-07-19 18:02:11,14.9215,-23.5087,79.05,79,99,12.35
445,Denpasar,ID,2022-07-19 18:00:25,-8.65,115.2167,76.71,83,20,8.05
446,Boves,IT,2022-07-19 18:01:33,44.332,7.5514,83.59,82,42,4.07
447,Peleduy,RU,2022-07-19 18:03:58,59.6289,112.7406,56.3,90,5,5.61
448,Graciano Sanchez,MX,2022-07-19 18:03:58,23.9167,-99.2833,90.55,32,71,7.99
449,Bacungan,PH,2022-07-19 18:03:58,9.9106,118.7022,77.85,86,98,2.86
450,Casa Grande,US,2022-07-19 18:03:59,32.8795,-111.7573,106.39,25,100,11.5
451,Vacha,RU,2022-07-19 18:03:59,55.8008,42.7706,56.43,74,72,7.11
452,Bolshaya Martynovka,RU,2022-07-19 18:03:59,47.271,41.6679,69.69,37,0,2.26
453,Zaozerne,UA,2022-07-19 18:00:37,45.1582,33.2787,70.77,57,4,13.0
454,Broome,US,2022-07-19 18:04:00,42.2506,-75.833,90.7,53,20,11.5
455,Iberia,US,2022-07-19 18:04:00,29.9502,-91.7507,94.96,62,55,13.11
456,Batagay,RU,2022-07-19 18:04:00,67.6333,134.6333,44.19,88,100,5.66
457,Hadejia,NG,2022-07-19 18:04:01,12.4498,10.0444,87.66,48,69,7.0
458,Taltal,CL,2022-07-19 18:00:36,-25.4,-70.4833,63.64,64,7,4.7
459,Sabha,LY,2022-07-19 18:04:08,27.0377,14.4283,90.0,19,4,14.25
460,Amapa,BR,2022-07-19 18:04:08,1.0,-52.0,85.6,59,69,5.08
461,Mariana,BR,2022-07-19 18:04:09,-20.3778,-43.4161,79.92,32,1,5.14
462,Kharan,PK,2022-07-19 18:04:09,28.5833,65.4167,87.42,53,86,15.88
463,Port Hardy,CA,2022-07-19 18:02:52,50.6996,-127.4199,57.51,83,95,6.82
464,Atambua,ID,2022-07-19 18:04:09,-9.1061,124.8925,65.1,88,82,6.58
465,Borogontsy,RU,2022-07-19 18:04:10,62.6683,131.1683,62.91,84,95,4.81
466,Kalmar,SE,2022-07-19 18:04:10,56.6616,16.3616,71.92,61,72,6.35
467,Portland,US,2022-07-19 18:03:40,45.5234,-122.6762,79.0,62,0,9.22
468,Rabo De Peixe,PT,2022-07-19 18:04:10,37.8,-25.5833,71.11,83,75,9.22
469,Turmalina,BR,2022-07-19 18:04:11,-17.2856,-42.73,81.57,29,48,8.16
470,Sinazongwe,ZM,2022-07-19 18:04:11,-17.2614,27.4618,70.41,54,90,2.82
471,Veraval,IN,2022-07-19 18:03:11,20.9,70.3667,80.8,86,94,15.86
472,Oistins,BB,2022-07-19 18:04:11,13.0667,-59.5333,84.51,84,40,9.22
473,Jumla,NP,2022-07-19 18:03:04,29.2747,82.1838,64.98,96,100,1.68
474,Korla,CN,2022-07-19 18:02:20,41.7597,86.1469,77.18,36,92,20.8
475,Tres Arroyos,AR,2022-07-19 18:04:12,-38.3739,-60.2798,58.14,25,0,19.91
476,Aklavik,CA,2022-07-19 18:04:12,68.2191,-135.0107,54.1,70,98,10.25
477,Kieta,PG,2022-07-19 18:04:13,-6.2167,155.6333,77.2,83,28,3.47
478,Olafsvik,IS,2022-07-19 18:04:13,64.8945,-23.7142,53.8,73,100,11.3
479,Isabela,PH,2022-07-19 18:04:13,6.7085,121.9711,77.45,85,67,2.44
480,Esna,EG,2022-07-19 18:04:14,25.2934,32.554,96.24,15,2,11.34
481,Nova Olimpia,BR,2022-07-19 18:04:14,-14.7972,-57.2881,95.41,16,7,4.07
482,Carutapera,BR,2022-07-19 18:04:14,-1.195,-46.02,82.74,75,61,7.45
483,Havelock,US,2022-07-19 18:04:15,34.8791,-76.9013,93.15,81,13,8.01
484,Muroto,JP,2022-07-19 18:04:15,33.2833,134.15,78.62,93,97,9.62
485,Vanimo,PG,2022-07-19 18:04:15,-2.6741,141.3028,76.21,89,90,4.14
486,Piste,MX,2022-07-19 18:04:16,20.7,-88.5833,93.25,52,75,6.91
487,Catalao,BR,2022-07-19 18:01:18,-18.1658,-47.9464,81.18,27,15,9.04
488,Shinpokh,PK,2022-07-19 18:04:16,34.3292,71.1782,92.61,40,9,5.5
489,Presidente Medici,BR,2022-07-19 18:04:16,-11.1753,-61.9014,95.67,18,1,5.06
490,Sebinkarahisar,TR,2022-07-19 18:04:17,40.2883,38.4236,55.62,86,25,5.19
491,Kauhajoki,FI,2022-07-19 18:04:17,62.4333,22.1833,60.76,56,61,6.87
492,Valga,EE,2022-07-19 18:04:17,57.7778,26.0473,68.0,81,63,1.99
493,Sao Joao Da Barra,BR,2022-07-19 18:04:18,-21.6403,-41.0511,80.69,71,15,12.66
494,Ramsar,IR,2022-07-19 18:04:18,36.9226,50.6426,83.61,70,0,3.78
495,Namatanai,PG,2022-07-19 18:04:18,-3.6667,152.4333,78.3,79,100,5.37
496,Vestmanna,FO,2022-07-19 18:04:19,62.1564,-7.1664,50.92,100,100,8.05
497,Lillooet,CA,2022-07-19 18:04:19,50.6856,-121.942,79.59,42,1,2.08
498,Ilulissat,GL,2022-07-19 18:04:19,69.2167,-51.1,55.42,62,75,3.44
499,Yenagoa,NG,2022-07-19 18:04:20,4.9247,6.2642,77.0,73,94,7.02
500,Shingu,JP,2022-07-19 18:03:41,33.7333,135.9833,76.75,94,90,5.97
501,Xuanhua,CN,2022-07-19 18:04:20,40.6103,115.0447,73.33,37,88,3.15
502,Chardara,KZ,2022-07-19 18:04:27,41.2547,67.9692,85.66,24,0,14.38
503,Landeck,AT,2022-07-19 18:04:28,47.1301,10.5636,77.04,57,9,3.74
504,Miguel Alves,BR,2022-07-19 18:04:28,-4.1656,-42.8953,93.9,32,19,4.83
505,Pandan,PH,2022-07-19 18:04:28,14.0453,124.1694,81.12,84,60,7.18
506,Northam,GB,2022-07-19 18:04:29,51.0333,-4.2167,72.39,77,63,16.24
507,Kupang,ID,2022-07-19 18:01:09,-10.1667,123.5833,71.04,80,6,10.96
508,Chistogorskiy,RU,2022-07-19 18:04:12,53.9835,87.3843,56.28,95,92,3.58
509,Requena,ES,2022-07-19 18:04:29,39.4883,-1.1004,82.53,35,6,11.34
510,General Cepeda,MX,2022-07-19 18:04:30,25.3833,-101.45,91.08,27,1,3.6
511,Petauke,ZM,2022-07-19 18:04:30,-14.2426,31.3253,65.57,53,64,7.61
512,Icod De Los Vinos,ES,2022-07-19 18:02:02,28.3724,-16.7119,84.61,57,24,14.67
513,Flinders,AU,2022-07-19 18:04:30,-34.5833,150.8552,51.19,90,86,8.99
514,Bardiyah,LY,2022-07-19 18:04:31,31.7561,25.0865,77.94,66,0,15.26
515,Adra,ES,2022-07-19 18:04:31,36.7496,-3.0206,98.38,61,0,4.16
516,Kamiiso,JP,2022-07-19 18:04:31,41.8167,140.65,67.5,98,100,4.41
517,Banda Aceh,ID,2022-07-19 18:04:32,5.5577,95.3222,80.17,78,96,12.44
518,Pantai Remis,MY,2022-07-19 18:04:32,4.4557,100.6288,79.18,83,100,5.5
519,Guerrero Negro,MX,2022-07-19 18:04:32,27.9769,-114.0611,80.06,46,100,7.76
520,Burgeo,CA,2022-07-19 18:04:33,47.6167,-57.6152,61.97,99,100,12.5
521,Lubu,CN,2022-07-19 18:04:33,23.1742,112.2809,79.0,94,95,2.62
522,Orlik,RU,2022-07-19 18:04:33,52.5178,99.825,41.32,92,61,2.98
523,Esmeralda,CU,2022-07-19 18:04:33,21.8525,-78.1169,89.13,57,11,13.71
524,Vyazemskiy,RU,2022-07-19 18:04:34,47.5378,134.7525,59.2,96,89,5.44
525,Banikoara,BJ,2022-07-19 18:04:34,11.2985,2.4386,75.07,87,94,4.41
526,Nadym,RU,2022-07-19 18:04:34,65.5333,72.5167,61.88,60,57,9.91
527,Chimbote,PE,2022-07-19 18:04:35,-9.0853,-78.5783,67.59,70,99,9.84
528,Morlaix,FR,2022-07-19 18:04:35,48.5833,-4.0,73.4,60,40,17.27
529,Rockingham,US,2022-07-19 18:04:35,42.9668,-71.0995,93.15,54,3,3.0
530,Charthawal,IN,2022-07-19 18:04:36,29.55,77.5833,86.43,65,47,5.44
531,Kadhan,PK,2022-07-19 18:04:36,24.481,68.9859,84.45,80,89,17.43
532,Marondera,ZW,2022-07-19 18:04:36,-18.1853,31.5519,54.5,71,92,5.03
533,Kichera,RU,2022-07-19 18:04:36,55.9375,110.0997,56.75,90,98,1.25
534,Kudahuvadhoo,MV,2022-07-19 18:04:37,2.6708,72.8944,81.27,80,100,14.67
535,Ahuimanu,US,2022-07-19 18:04:37,21.4447,-157.8378,82.11,69,40,12.66
536,Diego De Almagro,CL,2022-07-19 18:03:14,-26.3667,-70.05,79.12,8,0,8.5
537,Urusha,RU,2022-07-19 18:04:38,54.05,122.9,59.16,97,3,4.29
538,Bahia Honda,CU,2022-07-19 18:04:38,22.9036,-83.1592,89.67,54,12,10.33
539,Oranjestad,AW,2022-07-19 18:04:38,12.524,-70.027,80.35,82,0,23.42
540,Los Banos,PH,2022-07-19 17:59:54,14.1667,121.1833,82.89,91,9,3.96
541,Vanavara,RU,2022-07-19 18:04:39,60.34,102.2797,57.31,71,100,1.92
542,Puerto Baquerizo Moreno,EC,2022-07-19 18:04:39,-0.9,-89.6,70.63,82,84,12.21
543,Seoul,KR,2022-07-19 18:04:47,37.5683,126.9778,76.44,80,100,3.27
544,Alindao,CF,2022-07-19 18:04:47,5.0267,21.2088,70.52,97,100,3.67
545,Prince George,CA,2022-07-19 18:02:49,53.9166,-122.753,63.25,62,43,3.0
